Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ryan Och","SDP",0.9421,0.9191,0,4.12438,19,0,0,0.5948,19,82.825,17.2834,9.3989,8.70702,2.33067,9.6234,,0.8892,18.901,8.9531,4.55845,1.96407,1.104,0.228204,0.11619,0.11201448738574982,0.23901,1.41615,0.292727,0.740484,0.417535,,4.43145,-0.0126235,0.0764679,999,,,,"sa3017146"
"Jordan Jones",,0.0435,0.0593,0.0107,5.25015,0.8285,0.0365,0,0,1,4.52,1.0293,0.6203,0.58335,0.161333,0.534,,0.0436,0.7757,6.9813,4.806,1.45262,1.452,0.171615,0.118142,0.053473442792892456,0.261085,1.5633,0.288806,0.705082,0.367989,,5.44521,-0.0126483,-0.0476438,999,,,,"sa3009984"
"Kai Peterson","TOR",0.0439,0.054,0,5.00742,1,0,0,0,1,4.651,0.9635,0.5972,0.55638,0.125778,0.7283,,0.06,0.8934,8.0406,6.5547,1.22669,1.132,0.192088,0.15659,0.0354977548122406,0.249437,1.6918,0.294607,0.722169,0.416034,,5.37969,-0.0126618,-0.0504083,999,,,,"sa3023453"
"Kelvin Nunez",,0.0436,0.0645,0.0228,5.3523,0.6487,0.0747,0,0,1,4.494,1.1107,0.6339,0.5947,0.164444,0.4285,,0.0487,0.6449,5.8041,3.8565,1.50502,1.48,0.143502,0.0953494,0.0481531023979187,0.276514,1.5392,0.295018,0.691608,0.400988,,5.44606,-0.0126679,-0.0476533,999,,,,"sa3002816"
"Carlos Torres","COL",0.0386,0.0625,0.0055,6.02802,0.887,0.024,0,0,1,4.63,1.2028,0.7131,0.66978,0.162667,0.5149,,0.0479,0.5987,5.3883,4.6341,1.16275,1.464,0.129309,0.11121,0.018099345266819,0.295732,1.7177,0.314636,0.674243,0.454775,,5.77215,-0.0126809,-0.0353354,999,,,,"sa3020387"
"Chris Gerard",,0.0435,0.0544,0,5.14458,1,0,0,0,1,4.589,1.0443,0.6124,0.57162,0.137444,0.6042,,0.0491,0.7326,6.5934,5.4378,1.21251,1.237,0.159643,0.131663,0.027979940176010132,0.26534,1.6485,0.295811,0.711569,0.417998,,5.44796,-0.0126892,-0.0476533,999,,,,"sa3017507"
"Rob Griswold","ATL",0.0455,0.0524,0,5.22639,1,0,0,0,1,4.533,1.1426,0.6245,0.58071,0.137556,0.4539,,0.0566,0.587,5.283,4.0851,1.29324,1.238,0.129495,0.100132,0.029362447559833527,0.284052,1.5965,0.304749,0.692346,0.474337,,5.3122,-0.0127225,-0.046256,999,,,,"sa3018118"
"Caden Monke","KCR",0.0431,0.0548,0,5.34276,1,0,0,0,1,4.638,1.0881,0.6364,0.59364,0.125556,0.6288,,0.0489,0.666,5.994,5.6592,1.05916,1.13,0.143596,0.135576,0.008020713925361633,0.274752,1.7169,0.303762,0.701112,0.438212,,5.4998,-0.0127493,-0.0439636,999,,,,"sa3017305"
"Randy Labaut","PIT",0.0429,0.0625,0.0166,5.23962,0.7419,0.0549,0,0,1,4.54,1.0572,0.6199,0.58218,0.153,0.5363,,0.0376,0.6999,6.2991,4.8267,1.30505,1.377,0.154163,0.118128,0.03603523224592209,0.266559,1.5935,0.290441,0.705865,0.36603,,5.47738,-0.0127699,-0.0446113,999,,,,"sa3010615"
"Marco Jimenez","DET",0.042,0.0559,0,5.08743,1,0,0,0,1,4.579,1.0574,0.6086,0.56527,0.125444,0.5824,,0.0466,0.6771,6.0939,5.2416,1.1626,1.129,0.147871,0.127189,0.020681366324424744,0.267696,1.6398,0.296098,0.704286,0.454394,,5.33006,-0.0128342,-0.0502288,999,,,,"sa3002926"
"Shay Schanaman","ATL",0.0455,0.0525,0,5.27769,1,0,0,0,1,4.545,1.0781,0.6262,0.58641,0.148222,0.5164,,0.0532,0.7395,6.6555,4.6476,1.43203,1.334,0.162706,0.113619,0.04908691346645355,0.271193,1.5945,0.301158,0.698131,0.415963,,5.32317,-0.012848,-0.046256,999,,,,"sa3022933"
"Jawilme Ramirez","STL",0.0453,0.0648,0.0299,5.13792,0.5778,0.0898,0,0,1,4.456,1.0945,0.6106,0.57088,0.158333,0.4149,,0.043,0.6087,5.4783,3.7341,1.4671,1.425,0.136602,0.0931104,0.0434919074177742,0.273755,1.5094,0.289739,0.697971,0.407659,,5.38111,-0.0128938,-0.0485637,999,,,,"sa3016204"
"A.J. Labas",,0.0428,0.0551,0,5.30514,1,0,0,0,1,4.56,1.111,0.6322,0.58946,0.142,0.515,,0.049,0.619,5.571,4.635,1.20194,1.278,0.135746,0.112939,0.022807016968727112,0.278028,1.626,0.299536,0.696328,0.451,,5.46648,-0.0128966,-0.0476533,999,,,,"sa3017638"
"Shawn Rapp","CLE",0.0433,0.0546,0,5.06592,1,0,0,0,1,4.583,1.0318,0.6035,0.56288,0.136222,0.596,,0.0523,0.7787,7.0083,5.364,1.30654,1.226,0.169911,0.130046,0.03986471891403198,0.262231,1.6278,0.296571,0.71276,0.419992,,5.32487,-0.0129354,-0.0503847,999,,,,"sa3020743"
"Yordin Chalas","ARI",0.0443,0.0536,0,5.3208,1,0,0,0,1,4.606,1.0607,0.6327,0.5912,0.128,0.6217,,0.0441,0.7666,6.8994,5.5953,1.23307,1.152,0.166435,0.134976,0.03145897388458252,0.2692,1.6824,0.306245,0.69831,0.433916,,5.29468,-0.0129449,-0.0455292,999,,,,"sa3021508"
"Jackson Hicks",,0.0429,0.055,0,5.29722,1,0,0,0,1,4.562,1.0779,0.6298,0.58858,0.145556,0.5498,,0.0434,0.6831,6.1479,4.9482,1.24245,1.31,0.149737,0.120517,0.02921963483095169,0.271593,1.6277,0.296911,0.700811,0.428,,5.4721,-0.0129596,-0.0476533,999,,,,"sa3017280"
"Tim Elliott",,0.0428,0.0551,0,5.32125,1,0,0,0,1,4.568,1.0825,0.6326,0.59125,0.145333,0.5502,,0.0445,0.6831,6.1479,4.9518,1.24155,1.308,0.14954,0.120447,0.02909369021654129,0.272444,1.6327,0.297999,0.699746,0.429003,,5.47371,-0.0129776,-0.0476533,999,,,,"sa1169632"
"Edgar Sanchez",,0.0429,0.055,0,5.25726,1,0,0,0,1,4.602,1.0868,0.6285,0.58414,0.129333,0.5832,,0.0594,0.6486,5.8374,5.2488,1.11214,1.164,0.140939,0.126727,0.014211222529411316,0.274486,1.67,0.300951,0.699494,0.474984,,5.47841,-0.0130303,-0.0476533,999,,,,"sa3011131"
"Ronny Garcia",,0.0429,0.055,0,5.27904,1,0,0,0,1,4.583,1.0587,0.6282,0.58656,0.141,0.5931,,0.0433,0.7141,6.4269,5.3379,1.20401,1.269,0.155815,0.129413,0.02640192210674286,0.268256,1.6518,0.296846,0.703795,0.432008,,5.48048,-0.0130534,-0.0476533,999,,,,"sa3003030"
"Luis Devers",,0.0438,0.066,0.0273,5.32449,0.591,0.087,0,0,1,4.552,1.0977,0.6341,0.59161,0.146111,0.5074,,0.0583,0.6411,5.7699,4.5666,1.2635,1.315,0.140839,0.111467,0.029371708631515503,0.275368,1.6051,0.297456,0.693302,0.446001,,5.48082,-0.0130573,-0.0476533,999,,,,"sa3005694"
"Jenrry Gonzalez",,0.0434,0.0545,0,5.18445,1,0,0,0,1,4.57,1.0416,0.615,0.57605,0.147222,0.5758,,0.0499,0.7365,6.6285,5.1822,1.27909,1.325,0.16116,0.125996,0.03516411781311035,0.264077,1.6174,0.292225,0.710273,0.389992,,5.48447,-0.0130981,-0.0476533,999,,,,"sa3006485"
"Philip Abner","ARI",0.0449,0.0548,0.0042,5.24178,0.939,0.013,0,0,1,4.617,1.0862,0.6251,0.58242,0.122111,0.6066,,0.0498,0.7075,6.3675,5.4594,1.16634,1.099,0.153238,0.131384,0.021854013204574585,0.274251,1.6928,0.307918,0.701583,0.448075,,5.30812,-0.0131105,-0.0455387,999,,,,"sa3023305"
"Yoldin De La Paz","PIT",0.0424,0.06,0.0103,5.29875,0.8466,0.0326,0,0,1,4.623,1.0998,0.632,0.58875,0.128222,0.5928,,0.053,0.6292,5.6628,5.3352,1.0614,1.154,0.136102,0.128228,0.007873669266700745,0.276526,1.6926,0.301753,0.70095,0.446687,,5.51237,-0.0131612,-0.0446113,999,,,,"sa3015975"
"Samuel Perez","MIN",0.0435,0.0572,0.0067,5.18292,0.9011,0.0211,0,0,1,4.534,1.0731,0.6151,0.57588,0.150222,0.5129,,0.0415,0.6564,5.9076,4.6161,1.27978,1.352,0.144773,0.113123,0.031649768352508545,0.26965,1.586,0.290855,0.705755,0.392541,,5.46977,-0.0131762,-0.0491708,999,,,,"sa3008176"
"Luis Moreno",,0.0426,0.0552,0,5.32431,1,0,0,0,1,4.6,1.103,0.6357,0.59159,0.133222,0.571,,0.0507,0.6357,5.7213,5.139,1.11331,1.199,0.138196,0.12413,0.0140652135014534,0.277254,1.674,0.30217,0.698022,0.468994,,5.49207,-0.0131831,-0.0476533,999,,,,"sa3002928"
"Gustavo Rodriguez","LAA",0.042,0.0559,0,5.48001,1,0,0,0,1,4.608,1.0867,0.6512,0.60889,0.150556,0.5964,,0.0452,0.6934,6.2406,5.3676,1.16264,1.355,0.150477,0.129427,0.0210503488779068,0.273976,1.6831,0.299811,0.700866,0.441926,,5.6617,-0.0131845,-0.0465893,999,,,,"sa3008438"
"Ben Wereski",,0.0434,0.0568,0.0053,5.24763,0.9217,0.0167,0,0,1,4.553,1.0683,0.6218,0.58307,0.152889,0.5325,,0.0471,0.7,6.3,4.7925,1.31455,1.376,0.153745,0.116956,0.036788925528526306,0.268863,1.6008,0.293353,0.705964,0.385994,,5.49284,-0.0131917,-0.0476533,999,,,,"sa3018234"
"Dwayne Matos","SDP",0.0438,0.0541,0,5.30253,1,0,0,0,1,4.484,1.0855,0.627,0.58917,0.168556,0.4446,,0.0558,0.6617,5.9553,4.0014,1.4883,1.517,0.147569,0.0991525,0.04841659963130951,0.272492,1.5301,0.290785,0.697848,0.389379,,5.5355,-0.0132001,-0.050146,999,,,,"sa3009508"
"Dan Hammer","TBR",0.0428,0.0551,0,5.15061,1,0,0,0,1,4.558,0.9794,0.6096,0.57229,0.146667,0.6225,,0.0526,0.8715,7.8435,5.6025,1.4,1.32,0.191202,0.136573,0.05462922155857086,0.252234,1.6019,0.290684,0.710528,0.375204,,5.35545,-0.0132125,-0.0521007,999,,,,"sa3011525"
"Brock Whittlesey",,0.0427,0.0552,0,5.37597,1,0,0,0,1,4.49,1.1101,0.6347,0.59733,0.170556,0.4192,,0.0476,0.6441,5.7969,3.7728,1.5365,1.535,0.143452,0.093363,0.050089091062545776,0.275925,1.5293,0.292826,0.693208,0.375998,,5.4959,-0.013216,-0.0476438,999,,,,"sa1172219"
"Luke Stofel","DET",0.0419,0.056,0,5.10309,1,0,0,0,1,4.604,1.0564,0.6113,0.56701,0.120333,0.6135,,0.0482,0.6765,6.0885,5.5215,1.10269,1.083,0.146937,0.133254,0.013683751225471497,0.267965,1.6699,0.297592,0.70506,0.468458,,5.36291,-0.0132165,-0.0502384,999,,,,"sa3023087"
"Kyle Molnar",,0.0426,0.0553,0,5.33934,1,0,0,0,1,4.589,1.0959,0.6363,0.59326,0.138222,0.5709,,0.0426,0.6543,5.8887,5.1381,1.14609,1.244,0.14258,0.124406,0.018173888325691223,0.275663,1.6668,0.300875,0.699455,0.452999,,5.49527,-0.013219,-0.0476533,999,,,,"sa3014909"
"Zach Fogell","BOS",0.0427,0.0552,0,5.44392,1,0,0,0,1,4.634,1.0513,0.6455,0.60488,0.139667,0.6537,,0.0513,0.7472,6.7248,5.8833,1.14303,1.257,0.161243,0.141066,0.020176947116851807,0.267574,1.705,0.299669,0.701904,0.411077,,5.60275,-0.013234,-0.0425348,999,,,,"sa3023280"
"Cooper Bradford",,0.0429,0.058,0.0066,5.34663,0.8994,0.0214,0,0,1,4.582,1.0804,0.636,0.59407,0.143222,0.5698,,0.0449,0.6874,6.1866,5.1282,1.20639,1.289,0.150022,0.124356,0.025665633380413055,0.272326,1.6502,0.29878,0.699598,0.436001,,5.49767,-0.0132358,-0.0476438,999,,,,"sa3010310"
"Didier Vargas",,0.0432,0.0547,0,5.20902,1,0,0,0,1,4.585,1.0734,0.62,0.57878,0.139889,0.5655,,0.0552,0.6751,6.0759,5.0895,1.19381,1.259,0.147241,0.123337,0.023904040455818176,0.270767,1.6389,0.296418,0.706071,0.422998,,5.49694,-0.0132376,-0.0476533,999,,,,"sa3002981"
"Peyton Glavine","WSN",0.0418,0.0561,0,5.22531,1,0,0,0,1,4.593,1.0373,0.6208,0.58059,0.142222,0.6266,,0.0444,0.717,6.453,5.6394,1.14427,1.28,0.156107,0.136425,0.019682124257087708,0.264482,1.6639,0.292244,0.712116,0.405591,,5.59437,-0.0132457,-0.0469189,999,,,,"sa3017533"
"Harry Gustin","SDP",0.0454,0.0594,0.0169,5.17887,0.7592,0.0512,0,0,1,4.564,1.049,0.6165,0.57543,0.144778,0.5908,,0.0449,0.7061,6.3549,5.3172,1.19516,1.303,0.154711,0.129448,0.025262922048568726,0.267037,1.6398,0.293825,0.712053,0.42348,,5.54349,-0.0132801,-0.0501366,999,,,,"sa3023229"
"Joe Kemlage",,0.0434,0.0545,0,5.1714,1,0,0,0,1,4.596,1.0748,0.6173,0.5746,0.133667,0.5924,,0.0449,0.6575,5.9175,5.3316,1.10989,1.203,0.143059,0.128895,0.01416449248790741,0.271503,1.6672,0.297119,0.70936,0.442006,,5.50105,-0.0132836,-0.0476533,999,,,,"sa3017825"
"Juan Zapata",,0.0433,0.0679,0.0297,5.42907,0.5382,0.0982,0,0,1,4.492,1.1368,0.6431,0.60323,0.167889,0.4078,,0.0427,0.5981,5.3829,3.6702,1.46665,1.511,0.133148,0.0907836,0.0423642098903656,0.281282,1.5446,0.295805,0.688401,0.406997,,5.50434,-0.0133104,-0.0476438,999,,,,"sa3005452"
"Derek Casey",,0.043,0.0608,0.0137,5.40774,0.793,0.044,0,0,1,4.566,1.0604,0.6397,0.60086,0.156333,0.5583,,0.0449,0.7524,6.7716,5.0247,1.34766,1.407,0.164783,0.122273,0.04250985383987427,0.267589,1.6187,0.296021,0.699369,0.390993,,5.50361,-0.0133124,-0.0476533,999,,,,"sa3008259"
"Wander Guante","ATH",0.0436,0.0662,0.0288,5.11632,0.591,0.087,0,0,1,4.47,1.0799,0.6086,0.56848,0.147889,0.4453,,0.0521,0.6071,5.4639,4.0077,1.36335,1.331,0.135817,0.0996197,0.036196865141391754,0.271837,1.5252,0.289659,0.695366,0.412911,,5.36704,-0.0133132,-0.05156,999,,,,"sa3009851"
"Ronaldo Alesandro",,0.0427,0.0552,0,5.32881,1,0,0,0,1,4.596,1.0617,0.6336,0.59209,0.141556,0.5949,,0.0504,0.718,6.462,5.3541,1.20693,1.274,0.156223,0.129439,0.026784151792526245,0.268737,1.6566,0.297671,0.701443,0.429999,,5.5066,-0.0133458,-0.0476533,999,,,,"sa3007627"
"Jose Ramirez",,0.0433,0.0648,0.0227,5.33646,0.6496,0.0746,0,0,1,4.583,1.1074,0.637,0.59294,0.137111,0.5115,,0.0849,0.6155,5.5395,4.6035,1.20332,1.234,0.134301,0.111608,0.02269255369901657,0.277781,1.6189,0.300028,0.688114,0.470996,,5.50712,-0.0133517,-0.0476533,999,,,,"sa3006702"
"Jack Owen","ATH",0.0429,0.055,0,5.00544,1,0,0,0,1,4.488,1.108,0.5973,0.55616,0.138,0.4513,,0.0411,0.5335,4.8015,4.0617,1.18214,1.242,0.118873,0.100557,0.01831550896167755,0.277305,1.5593,0.291808,0.704194,0.419924,,5.37068,-0.0133554,-0.05156,999,,,,"sa3017490"
"Thomas Balboni Jr.","NYY",0.0437,0.0542,0,5.34807,1,0,0,0,1,4.596,1.0183,0.6323,0.59423,0.163556,0.6007,,0.0557,0.8241,7.4169,5.4063,1.3719,1.472,0.179308,0.130701,0.0486074835062027,0.258478,1.619,0.289553,0.709845,0.380242,,5.6137,-0.0133565,-0.0491051,999,,,,"sa3020861"
"Manuel Medina","BOS",0.0424,0.0555,0,5.5071,1,0,0,0,1,4.645,1.0757,0.6534,0.6119,0.137667,0.6467,,0.0501,0.7153,6.4377,5.8203,1.10608,1.239,0.153994,0.139225,0.0147685706615448,0.272453,1.7224,0.303057,0.698845,0.424188,,5.61595,-0.0133808,-0.0425348,999,,,,"sa3011728"
"Serafino Brito","ATH",0.0425,0.0554,0,5.09796,1,0,0,0,1,4.533,1.0348,0.6064,0.56644,0.137111,0.5612,,0.0493,0.7021,6.3189,5.0508,1.25107,1.234,0.154886,0.123803,0.031083151698112488,0.263811,1.596,0.291147,0.704821,0.408876,,5.37622,-0.0134096,-0.0515504,999,,,,"sa3010312"
"Hayden Seig","LAA",0.6543,0.7168,0,4.44179,14,0,0,0.6109,14,61.002,14.8548,7.4931,6.90945,1.76244,5.0942,,0.6508,10.3776,6.67131,3.27484,2.03714,1.133,0.170119,0.0835087,0.08661027252674103,0.268831,1.42493,0.303648,0.712516,0.490694,,4.55159,-0.0134101,0.0362409,999,,,,"sa3018115"
"Adam Boucher","TBR",0.0427,0.0552,0,5.13873,1,0,0,0,1,4.552,1.03,0.6119,0.57097,0.138556,0.5921,,0.0432,0.75,6.75,5.3289,1.26668,1.247,0.164763,0.130075,0.03468804061412811,0.262976,1.6221,0.294386,0.707362,0.427527,,5.3736,-0.0134215,-0.0521007,999,,,,"sa3023128"
"Hueston Morrill","NYY",0.0437,0.0542,0,5.33709,1,0,0,0,1,4.562,1.0713,0.633,0.59301,0.163444,0.5285,,0.0493,0.702,6.318,4.7565,1.32829,1.471,0.15388,0.115848,0.03803157061338425,0.268887,1.5998,0.291095,0.70519,0.409704,,5.62066,-0.0134221,-0.0490955,999,,,,"sa3022408"
"Mike Walsh","PIT",0.0414,0.0565,0,5.48154,1,0,0,0,1,4.621,1.1045,0.6514,0.60906,0.136889,0.5843,,0.0512,0.6552,5.8968,5.2587,1.12134,1.232,0.141787,0.126444,0.015343010425567627,0.27713,1.6888,0.303002,0.692914,0.437224,,5.54214,-0.0134839,-0.0446018,999,,,,"sa3020337"
"Matthew Linskey","ARI",0.0441,0.0538,0,5.38749,1,0,0,0,1,4.613,1.0398,0.6379,0.59861,0.136222,0.6304,,0.0503,0.8189,7.3701,5.6736,1.29902,1.226,0.17752,0.136657,0.04086276888847351,0.264425,1.6702,0.303501,0.697741,0.398146,,5.34167,-0.0134884,-0.0455292,999,,,,"sa3022795"
"Felix Ramires","COL",0.0395,0.0583,0,5.91201,1,0,0,0,1,4.706,1.1563,0.7008,0.65689,0.146556,0.6346,,0.0574,0.6483,5.8347,5.7114,1.02159,1.319,0.13776,0.134849,0.002911180257797241,0.288067,1.7909,0.313669,0.687447,0.455775,,5.8511,-0.0135146,-0.0353257,999,,,,"sa3005828"
"LJ McDonough","ATL",0.0455,0.0524,0,5.22963,1,0,0,0,1,4.621,1.0458,0.6244,0.58107,0.127222,0.6581,,0.0438,0.7723,6.9507,5.9229,1.17353,1.145,0.167128,0.142415,0.024713262915611267,0.266847,1.7039,0.304207,0.707503,0.461375,,5.38147,-0.0135148,-0.046256,999,,,,"sa3023172"
"Dikember Sanchez","MIL",0.0423,0.0556,0,5.37084,1,0,0,0,1,4.615,1.0759,0.6395,0.59676,0.141444,0.6041,,0.0505,0.7062,6.3558,5.4369,1.16901,1.273,0.153023,0.130899,0.022123515605926514,0.271664,1.68,0.300202,0.702102,0.449878,,5.55666,-0.0135952,-0.0470692,999,,,,"sa3016033"
"Tanner Shears","MIL",0.0426,0.0553,0,5.32539,1,0,0,0,1,4.653,1.0111,0.6333,0.59171,0.137667,0.6937,,0.0603,0.8298,7.4682,6.2433,1.19619,1.239,0.178337,0.149087,0.02924993634223938,0.259323,1.7048,0.297944,0.708633,0.431481,,5.55855,-0.0136162,-0.0470692,999,,,,"sa3020823"
"Brandon Neeck","LAD",0.0457,0.0522,0,5.24808,1,0,0,0,1,4.585,1.0399,0.6231,0.58312,0.154667,0.5947,,0.0567,0.7363,6.6267,5.3523,1.2381,1.392,0.160589,0.129706,0.030883312225341797,0.264363,1.6346,0.290943,0.713295,0.40779,,5.65875,-0.0136393,-0.04857,999,,,,"sa3021978"
"Jonny Cuevas","TBR",0.0428,0.0608,0.0128,5.18949,0.8046,0.0416,0,0,1,4.495,1.0792,0.6172,0.57661,0.151222,0.4802,,0.0419,0.653,5.877,4.3218,1.35985,1.361,0.145273,0.10683,0.0384427085518837,0.27164,1.5594,0.29286,0.699123,0.422548,,5.39267,-0.013651,-0.0521103,999,,,,"sa3017931"
"Shea Spitzbarth",,0.0415,0.0564,0,5.5053,1,0,0,0,1,4.545,1.0954,0.6485,0.6117,0.164111,0.4911,,0.0472,0.6789,6.1101,4.4199,1.38241,1.477,0.149373,0.108053,0.04132013022899628,0.273392,1.5865,0.294368,0.691361,0.358019,,5.55702,-0.0136604,-0.0446113,999,,,,"18475"
"Dante Mendoza",,0.0427,0.0552,0,5.3487,1,0,0,0,1,4.613,1.0428,0.6353,0.5943,0.141667,0.6322,,0.0481,0.7558,6.8022,5.6898,1.19551,1.275,0.163841,0.137047,0.026793837547302246,0.265161,1.675,0.296891,0.704086,0.421008,,5.53745,-0.0136909,-0.0476533,999,,,,"sa3005361"
"Ethan Chenault","PHI",0.0433,0.0546,0,5.45004,1,0,0,0,1,4.636,1.0219,0.6467,0.60556,0.146778,0.6827,,0.0538,0.7717,6.9453,6.1443,1.13036,1.321,0.166458,0.147261,0.019197598099708557,0.262059,1.7046,0.293564,0.705685,0.420635,,5.74069,-0.0137038,-0.0459835,999,,,,"sa3023445"
"Dylan Burns",,0.043,0.0627,0.0177,5.382,0.7328,0.0568,0,0,1,4.596,1.1293,0.6434,0.598,0.133778,0.5478,,0.049,0.5784,5.2056,4.9302,1.05586,1.204,0.125849,0.119191,0.0066579654812812805,0.282381,1.6771,0.302864,0.693846,0.484002,,5.53919,-0.0137104,-0.0476533,999,,,,"sa3018793"
"Brendan Collins","WSN",0.0414,0.0565,0,5.32305,1,0,0,0,1,4.577,1.0337,0.6313,0.59145,0.149333,0.5987,,0.0567,0.7183,6.4647,5.3883,1.19977,1.344,0.156937,0.130806,0.026130661368370056,0.263591,1.6324,0.28958,0.703349,0.405,,5.63741,-0.0137349,-0.0469284,999,,,,"sa3017549"
"Chazz Martinez","KCR",0.0429,0.055,0,5.38974,1,0,0,0,1,4.66,1.0644,0.6408,0.59886,0.128444,0.6649,,0.0535,0.7012,6.3108,5.9841,1.05459,1.156,0.150472,0.142682,0.007789701223373413,0.270043,1.7293,0.300761,0.702495,0.422244,,5.58906,-0.0137473,-0.0439636,999,,,,"sa3020468"
"Luis Ramirez","TEX",0.0436,0.0662,0.0265,5.47704,0.5877,0.0877,0,0,1,4.608,1.1124,0.6522,0.60856,0.146444,0.5468,,0.0611,0.6437,5.7933,4.9212,1.17721,1.318,0.139692,0.118663,0.021028637886047363,0.278093,1.6592,0.300925,0.692488,0.457465,,5.60656,-0.0137612,-0.0487807,999,,,,"sa3020831"
"Harold Cortijo","NYY",0.0436,0.0543,0,5.33259,1,0,0,0,1,4.61,1.0601,0.6347,0.59251,0.150222,0.6001,,0.051,0.7105,6.3945,5.4009,1.18397,1.352,0.154121,0.130174,0.02394793927669525,0.267776,1.6602,0.293682,0.707296,0.437837,,5.65167,-0.0137692,-0.0491051,999,,,,"sa3004588"
"Jake Christianson","TBR",0.0424,0.0555,0,5.21631,1,0,0,0,1,4.523,1.0647,0.6195,0.57959,0.148889,0.5157,,0.0483,0.694,6.246,4.6413,1.34574,1.34,0.153438,0.114017,0.03942073881626129,0.268932,1.5804,0.293896,0.700387,0.414544,,5.40604,-0.0138048,-0.0521103,999,,,,"sa3020410"
"Jeremy Wu-Yelland","BOS",0.0423,0.0556,0,5.54202,1,0,0,0,1,4.673,1.0725,0.6581,0.61578,0.133333,0.6861,,0.049,0.7249,6.5241,6.1749,1.05655,1.2,0.155125,0.146822,0.008303031325340271,0.272353,1.7586,0.304957,0.700093,0.434818,,5.65531,-0.0138083,-0.042525,999,,,,"sa3014520"
"Victor Simeon","TEX",0.0432,0.0547,0,5.37246,1,0,0,0,1,4.634,1.0216,0.6372,0.59694,0.147444,0.6575,,0.0537,0.8032,7.2288,5.9175,1.2216,1.327,0.173328,0.141886,0.03144150972366333,0.260426,1.6791,0.294115,0.707487,0.407788,,5.61046,-0.0138142,-0.0487904,999,,,,"sa3011677"
"Carson Rudd","CIN",0.0417,0.0676,0.0211,5.67963,0.6108,0.0828,0,0,1,4.562,1.0237,0.6664,0.63107,0.200222,0.5596,,0.0518,0.8581,7.7229,5.0364,1.53342,1.802,0.188097,0.122666,0.06543182581663132,0.259125,1.5833,0.284716,0.70369,0.339001,,5.88737,-0.0138196,-0.0416266,999,,,,"sa3014812"
"Florencio Serrano","TEX",0.0434,0.0633,0.0182,5.45319,0.7007,0.0637,0,0,1,4.555,1.0977,0.646,0.60591,0.164444,0.4962,,0.0515,0.6672,6.0048,4.4658,1.34462,1.48,0.146476,0.108935,0.03754118084907532,0.273925,1.5939,0.293878,0.695106,0.407197,,5.61296,-0.0138316,-0.0487807,999,,,,"sa3010124"
"Jojanse Torres",,0.0435,0.0544,0,5.41269,1,0,0,0,1,4.531,1.0259,0.637,0.60141,0.170333,0.545,,0.0481,0.8184,7.3656,4.905,1.50165,1.533,0.180622,0.120283,0.06033988296985626,0.26052,1.5709,0.290105,0.700898,0.346329,,5.52331,-0.0138634,-0.049637,999,,,,"sa3006955"
"Cade Winquest","STL",0.0452,0.0667,0.0349,5.20389,0.5152,0.1032,0,0,1,4.555,1.0824,0.622,0.57821,0.136556,0.5416,,0.0513,0.6261,5.6349,4.8744,1.15602,1.229,0.137453,0.118902,0.018551036715507507,0.273188,1.624,0.295628,0.699319,0.45927,,5.4682,-0.0138853,-0.0485637,999,,,,"sa3020805"
"Nick Paciorek",,0.0424,0.0555,0,5.40468,1,0,0,0,1,4.61,1.0644,0.6417,0.60052,0.143556,0.6049,,0.0524,0.7247,6.5223,5.4441,1.19805,1.292,0.157202,0.131215,0.025986969470977783,0.269284,1.6693,0.298545,0.699846,0.424012,,5.5552,-0.0138895,-0.0476533,999,,,,"sa3011141"
"Landon Tomkins","PIT",0.0411,0.0567,0,5.52078,1,0,0,0,1,4.643,1.1259,0.6575,0.61342,0.130667,0.591,,0.0548,0.6117,5.5053,5.319,1.03503,1.176,0.131747,0.127288,0.004458323121070862,0.281672,1.7169,0.305771,0.690628,0.461756,,5.57915,-0.0138975,-0.0446018,999,,,,"sa3022798"
"Luís Madero","MIA",0.0397,0.0581,0,5.54904,1,0,0,0,1,4.529,1.113,0.6528,0.61656,0.172667,0.4497,,0.0464,0.6747,6.0723,4.0473,1.50033,1.554,0.148973,0.0992934,0.04967985302209854,0.27598,1.5627,0.295189,0.688814,0.352694,,5.55005,-0.0138993,-0.044807,999,,,,"20399"
"Tyler Cleveland","SEA",0.043,0.0549,0,4.90266,1,0,0,0,1,4.439,1.0349,0.5824,0.54474,0.160111,0.4321,,0.0483,0.6941,6.2469,3.8889,1.60634,1.441,0.156364,0.0973417,0.059022314846515656,0.261431,1.467,0.281791,0.711754,0.386682,,5.30092,-0.013915,-0.055289,999,,,,"sa3020840"
"Karlos Morales",,0.0433,0.0546,0,5.16294,1,0,0,0,1,4.658,1.0504,0.6183,0.57366,0.120667,0.6868,,0.0516,0.6964,6.2676,6.1812,1.01398,1.086,0.149506,0.147445,0.0020609647035598755,0.267987,1.7372,0.299669,0.713463,0.469006,,5.55755,-0.0139157,-0.0476533,999,,,,"sa3005285"
