Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Luis Ledo",,0.0486,0.0581,0.0256,4.5324,0.6916,0.0656,0,0,1,4.421,1.0504,0.5474,0.5036,0.114222,0.4474,,0.0457,0.7258,6.5322,4.0266,1.62226,1.028,0.164171,0.101199,0.06297217309474945,0.26742,1.4978,0.303178,0.710373,0.504997,,4.67907,-0.00400849,-0.0476438,999,,,,"sa740812"
"Cody Carroll",,0.0462,0.0517,0,4.62285,1,0,0,0,1,4.388,0.988,0.5486,0.51365,0.143778,0.4409,,0.0401,0.8996,8.0964,3.9681,2.04037,1.294,0.205014,0.100479,0.10453510284423828,0.252879,1.4289,0.294809,0.717084,0.377991,,4.67939,-0.00401215,-0.0476438,999,,,,"17664"
"Kirby Snead",,0.0473,0.0506,0,4.34538,1,0,0,0,1,4.39,1.0291,0.5241,0.48282,0.112889,0.4379,,0.048,0.7559,6.8031,3.9411,1.72619,1.016,0.172187,0.0997494,0.0724373534321785,0.263595,1.467,0.301851,0.720345,0.475013,,4.57994,-0.00401833,-0.0476438,999,,,,"19179"
"William Woods",,0.0464,0.0516,0,4.59729,1,0,0,0,1,4.357,0.9859,0.5444,0.51081,0.151111,0.4041,,0.0411,0.8931,8.0379,3.6369,2.2101,1.36,0.204981,0.0927473,0.11223319917917252,0.252032,1.39,0.291112,0.717556,0.357995,,4.68032,-0.00402275,-0.0476438,999,,,,"25075"
"Danny Dopico",,0.0463,0.0517,0,4.58838,1,0,0,0,1,4.411,0.9825,0.5468,0.50982,0.134444,0.475,,0.0454,0.8974,8.0766,4.275,1.88926,1.21,0.203446,0.107685,0.09576060622930527,0.252532,1.4575,0.296652,0.717495,0.406001,,4.68066,-0.00402653,-0.0476438,999,,,,"sa875346"
"Daison Acosta","WSN",0.0454,0.0526,0,4.47399,1,0,0,0,1,4.401,0.9485,0.5346,0.49711,0.131111,0.504,,0.05,0.8816,7.9344,4.536,1.74921,1.18,0.200318,0.114519,0.08579868078231812,0.246556,1.4525,0.288393,0.723357,0.413588,,4.76972,-0.0040286,-0.0469474,999,,,,"sa944989"
"Jeffrey Colon",,0.047,0.0538,0.0081,4.52115,0.9002,0.0212,0,0,1,4.406,1.0721,0.546,0.50235,0.116444,0.3973,,0.0551,0.6782,6.1038,3.5757,1.70702,1.048,0.153926,0.0901725,0.06375396996736526,0.271171,1.4694,0.302523,0.70684,0.504012,,4.68106,-0.00403107,-0.0476438,999,,,,"sa3006421"
"Brandon Kintzler",,0.0461,0.0526,0.0023,4.61763,0.972,0.006,0,0,1,4.4,1.1003,0.5553,0.51307,0.128444,0.3604,,0.0423,0.6816,6.1344,3.2436,1.89123,1.156,0.154909,0.0819091,0.0729999989271164,0.275261,1.4607,0.304919,0.706859,0.481015,,4.68116,-0.00403221,-0.0476438,999,,,,"9939"
"Joe Biagini",,0.0461,0.0518,0,4.60467,1,0,0,0,1,4.371,1.0383,0.55,0.51163,0.137,0.3821,,0.0444,0.7724,6.9516,3.4389,2.02146,1.233,0.17671,0.0874171,0.08929307758808136,0.263227,1.4204,0.296959,0.708449,0.429005,,4.68218,-0.0040438,-0.0476438,999,,,,"13194"
"Sam Howard",,0.0474,0.0506,0,4.38219,1,0,0,0,1,4.403,0.935,0.5229,0.48691,0.134222,0.5077,,0.045,0.944,8.496,4.5693,1.85937,1.208,0.214399,0.115308,0.09909152239561081,0.242838,1.4427,0.288873,0.733032,0.389994,,4.68147,-0.00404595,-0.0476533,999,,,,"16265"
"Phoenix Sanders",,0.0462,0.0517,0,4.61133,1,0,0,0,1,4.329,1.0411,0.5474,0.51237,0.152778,0.3267,,0.0379,0.782,7.038,2.9403,2.39363,1.375,0.180642,0.0754678,0.10517441481351852,0.262612,1.3678,0.293212,0.710973,0.380997,,4.68239,-0.0040462,-0.0476438,999,,,,"20541"
"Wladimir Pinto",,0.0464,0.0516,0,4.58163,1,0,0,0,1,4.405,0.9668,0.5447,0.50907,0.138444,0.4829,,0.0409,0.9275,8.3475,4.3461,1.92069,1.246,0.210556,0.109625,0.10093075782060623,0.249098,1.4497,0.294238,0.720612,0.385998,,4.68266,-0.00404923,-0.0476438,999,,,,"sa871482"
"David Hale",,0.0469,0.0536,0.0077,4.60512,0.9076,0.0196,0,0,1,4.357,1.0494,0.5493,0.51168,0.143,0.3556,,0.0431,0.7691,6.9219,3.2004,2.16282,1.287,0.176521,0.0816158,0.09490476548671722,0.265114,1.405,0.297551,0.710242,0.418995,,4.68338,-0.00405743,-0.0476438,999,,,,"9756"
"Garrett Acton","TBR",0.0463,0.0517,0,4.46328,1,0,0,0,1,4.322,0.9541,0.528,0.49592,0.150889,0.3999,,0.041,0.9429,8.4861,3.5991,2.35784,1.358,0.218163,0.0925266,0.1256362721323967,0.245832,1.354,0.288167,0.722814,0.345286,,4.56494,-0.00405803,-0.0521103,999,,,,"27583"
"Boby Johnson",,0.0463,0.0516,0,4.58307,1,0,0,0,1,4.373,1.0142,0.5461,0.50923,0.140556,0.4008,,0.0459,0.8247,7.4223,3.6072,2.05763,1.265,0.188589,0.0916533,0.09693574160337448,0.258309,1.415,0.295046,0.713252,0.407014,,4.6844,-0.00406903,-0.0476438,999,,,,"sa3006983"
"Jackson Rutledge","WSN",2.9197,3.8982,2.4691,4.60241,30.48,6.48,0,0.5989,60.5694,264.547,59.9284,33.2469,30.9739,8.62104,25.2223,,3.6441,49.3944,7.33951,3.74778,1.95836,1.281,0.186713,0.0953415,0.09137167781591415,0.254278,1.40584,0.288787,0.710221,0.412588,,4.81556,-0.00407921,0.255373,749.469970703125,,,,"26215"
"Aaron McGarity",,0.0468,0.0511,0,4.48605,1,0,0,0,1,4.344,1.0055,0.535,0.49845,0.142444,0.3548,,0.0674,0.7996,7.1964,3.1932,2.25366,1.282,0.18407,0.0816759,0.10239411890506744,0.256387,1.3603,0.28964,0.710928,0.405996,,4.68566,-0.00408328,-0.0476438,999,,,,"sa873280"
"Cy Nielson","PIT",0.0462,0.0537,0.0056,4.50927,0.9299,0.0149,0,0,1,4.459,1.0036,0.5409,0.50103,0.115889,0.4957,,0.067,0.827,7.443,4.4613,1.66835,1.043,0.185468,0.111168,0.07429917901754379,0.257578,1.4993,0.300571,0.716799,0.44423,,4.70714,-0.00408481,-0.0446018,999,,,,"sa3020321"
"Tanner Tully",,0.047,0.051,0,4.44213,1,0,0,0,1,4.288,1.0964,0.5312,0.49357,0.148444,0.2375,,0.039,0.6192,5.5728,2.1375,2.60716,1.336,0.144403,0.0553871,0.08901585638523102,0.273314,1.3339,0.292231,0.712828,0.411998,,4.68736,-0.00410257,-0.0476438,999,,,,"19518"
"Blas Castano","SEA",1.6247,1.847,0.6932,4.09991,25.62,1.62,0,0.6155,33.234,142.398,33.3085,16.454,15.1396,4.20225,10.1535,,2.0696,25.5777,6.92662,2.74964,2.5191,1.138,0.179621,0.0713037,0.108317531645298,0.255875,1.30776,0.289917,0.718702,0.462889,,4.37438,-0.00410569,0.0701735,999,,,,"sa3006617"
"David Ellingson",,0.0462,0.0518,0,4.60422,1,0,0,0,1,4.399,1.0154,0.5495,0.51158,0.134556,0.4225,,0.0558,0.8314,7.4826,3.8025,1.96781,1.211,0.188997,0.0960446,0.09295293688774109,0.258984,1.4379,0.298112,0.710992,0.422991,,4.6878,-0.00410762,-0.0476438,999,,,,"sa873708"
"Max Roberts",,0.0472,0.0508,0,4.38318,1,0,0,0,1,4.452,0.9586,0.5268,0.48702,0.116889,0.5596,,0.041,0.8992,8.0928,5.0364,1.60686,1.052,0.201977,0.125696,0.07628032565116882,0.248896,1.5182,0.296867,0.731901,0.443017,,4.68944,-0.00412615,-0.0476438,999,,,,"sa3004014"
"Ramon Perez",,0.0476,0.0525,0.0061,4.4442,0.9258,0.0158,0,0,1,4.429,0.9635,0.5314,0.4938,0.127778,0.5049,,0.0537,0.9068,8.1612,4.5441,1.796,1.15,0.204741,0.113999,0.09074283391237259,0.248941,1.4684,0.294702,0.726632,0.411996,,4.68979,-0.00413019,-0.0476438,999,,,,"sa3004005"
"John Curtiss",,0.0456,0.0523,0,4.74984,1,0,0,0,1,4.34,1.0482,0.5628,0.52776,0.161333,0.3364,,0.037,0.7468,6.7212,3.0276,2.21998,1.452,0.172074,0.0775115,0.09456220269203186,0.264257,1.3846,0.289971,0.709223,0.373002,,4.89041,-0.00413725,-0.0476438,999,,,,"16128"
"Andrew Miller",,0.0464,0.0515,0,4.5558,1,0,0,0,1,4.399,1.0269,0.5435,0.5062,0.136222,0.4054,,0.0521,0.8096,7.2864,3.6486,1.99704,1.226,0.184042,0.0921573,0.09188450872898102,0.260535,1.4323,0.297321,0.715857,0.408008,,4.69067,-0.00414015,-0.0476438,999,,,,"6785"
"Justus Sheffield",,0.0495,0.0585,0.03,4.48533,0.6463,0.0753,0,0,1,4.411,1.0497,0.5404,0.49837,0.120222,0.4178,,0.053,0.7254,6.5286,3.7602,1.73624,1.082,0.164453,0.0947178,0.06973475217819214,0.266408,1.4675,0.300357,0.713599,0.473986,,4.69097,-0.00414356,-0.0476438,999,,,,"17285"
"Jaime Barria",,0.0484,0.0573,0.022,4.57488,0.7262,0.0582,0,0,1,4.343,1.0514,0.5444,0.50832,0.153556,0.3219,,0.0387,0.7767,6.9903,2.8971,2.41286,1.382,0.17884,0.0741193,0.10472024232149124,0.264012,1.3733,0.294168,0.715604,0.39101,,4.6911,-0.00414507,-0.0476438,999,,,,"18356"
"Ben Leeper","CHC",0.048,0.0522,0.0064,4.47858,0.92,0.017,0,0,1,4.335,0.9673,0.5314,0.49762,0.147222,0.3988,,0.0472,0.9128,8.2152,3.5892,2.28887,1.325,0.210565,0.0919954,0.11856978386640549,0.248727,1.3661,0.289885,0.719576,0.366937,,4.59277,-0.00414525,-0.0496453,999,,,,"sa3014907"
"Ryan Sherriff",,0.0469,0.0511,0,4.45653,1,0,0,0,1,4.388,1.0095,0.5334,0.49517,0.128333,0.4219,,0.0589,0.7928,7.1352,3.7971,1.87912,1.155,0.180675,0.0961486,0.08452598005533218,0.258369,1.4314,0.295093,0.717405,0.424001,,4.69161,-0.00415087,-0.0476438,999,,,,"12249"
"Marcel Rentería",,0.0463,0.0516,0,4.58955,1,0,0,0,1,4.39,0.9962,0.5464,0.50995,0.139222,0.4314,,0.0495,0.8637,7.7733,3.8826,2.00209,1.253,0.196743,0.0982688,0.09847379475831985,0.254841,1.4276,0.294881,0.71486,0.400988,,4.69167,-0.0041515,-0.0476438,999,,,,"sa3005016"
"Sam Freeman",,0.047,0.051,0,4.45338,1,0,0,0,1,4.38,0.9854,0.5309,0.49482,0.137444,0.4392,,0.0427,0.8533,7.6797,3.9528,1.94285,1.237,0.194817,0.100274,0.09454336017370224,0.25279,1.4246,0.291659,0.725301,0.391011,,4.69236,-0.00415932,-0.0476438,999,,,,"6832"
"Reiss Knehr",,0.0484,0.0579,0.0235,4.59477,0.7089,0.0619,0,0,1,4.378,1.0021,0.5475,0.51053,0.139667,0.4202,,0.0473,0.8461,7.6149,3.7818,2.01357,1.257,0.193262,0.0959799,0.09728187322616577,0.256259,1.4223,0.294876,0.713094,0.406004,,4.69245,-0.00416033,-0.0476438,999,,,,"21541"
"Archie Bradley",,0.0458,0.0521,0,4.653,1,0,0,0,1,4.401,1.0754,0.5573,0.517,0.132444,0.3684,,0.0488,0.7235,6.5115,3.3156,1.9639,1.192,0.164394,0.0837082,0.08068620413541794,0.269943,1.4438,0.30147,0.704478,0.452006,,4.69286,-0.00416499,-0.0476438,999,,,,"12918"
"Alan Strong",,0.0472,0.0545,0.0106,4.60377,0.8681,0.0281,0,0,1,4.357,1.0105,0.5472,0.51153,0.147444,0.3855,,0.0423,0.8367,7.5303,3.4695,2.17043,1.327,0.192036,0.0884783,0.10355748981237411,0.257177,1.396,0.293052,0.71353,0.389015,,4.69326,-0.00416953,-0.0476438,999,,,,"sa3006768"
"Cristofer Melendez","PIT",0.0453,0.0526,0,4.64904,1,0,0,0,1,4.452,0.9583,0.5526,0.51656,0.129778,0.5376,,0.0464,0.9458,8.5122,4.8384,1.7593,1.168,0.212444,0.120755,0.09168913215398788,0.247751,1.4959,0.296704,0.717769,0.384083,,4.71399,-0.00417274,-0.0446113,999,,,,"sa873429"
"Glenn Albanese Jr.","LAA",0.046,0.0545,0.0069,4.74075,0.9085,0.0195,0,0,1,4.394,1.0131,0.5633,0.52675,0.152111,0.4246,,0.0465,0.8571,7.7139,3.8214,2.01861,1.369,0.195061,0.0966318,0.09842967242002487,0.258253,1.4377,0.295498,0.713945,0.40152,,4.84302,-0.00418691,-0.0465893,999,,,,"sa3017302"
"Mason Erla","LAA",0.0473,0.0602,0.0257,4.76109,0.6702,0.0702,0,0,1,4.371,1.0969,0.5699,0.52901,0.146889,0.3358,,0.0431,0.6848,6.1632,3.0222,2.03931,1.322,0.156669,0.0768245,0.07984443753957748,0.274768,1.4327,0.300597,0.703147,0.460281,,4.84314,-0.00418813,-0.0465893,999,,,,"sa3017685"
"Alex Segal",,0.0496,0.0483,0,4.39839,1,0,0,0,1,4.421,0.9862,0.5275,0.48871,0.121889,0.4867,,0.0491,0.8931,8.0379,4.3803,1.83501,1.097,0.202013,0.110088,0.09192490577697754,0.253835,1.4729,0.301132,0.725971,0.437467,,4.57224,-0.00418871,-0.0462465,999,,,,"sa919036"
"Edgar Santana",,0.0489,0.0491,0,4.55427,1,0,0,0,1,4.352,1.0529,0.5442,0.50603,0.139444,0.349,,0.0393,0.7844,7.0596,3.141,2.24756,1.255,0.180239,0.080193,0.10004594922065735,0.265636,1.4019,0.300493,0.710795,0.430932,,4.57536,-0.00420447,-0.0462275,999,,,,"17355"
"Freylin Garcia",,0.0462,0.0517,0,4.59027,1,0,0,0,1,4.409,1.0011,0.5481,0.51003,0.132778,0.4595,,0.0436,0.8527,7.6743,4.1355,1.85571,1.195,0.1934,0.104219,0.08918121457099915,0.256305,1.4606,0.297328,0.715848,0.421999,,4.69649,-0.00420622,-0.0476438,999,,,,"sa941791"
"Tristan Stivors","CHW",0.0426,0.0553,0,4.70124,1,0,0,0,1,4.464,0.983,0.5611,0.52236,0.135556,0.536,,0.051,0.8845,7.9605,4.824,1.65019,1.22,0.198141,0.120072,0.07806900143623352,0.253547,1.519,0.296626,0.720647,0.429076,,4.9207,-0.00421953,-0.0474487,999,,,,"sa3020325"
"Chris Muller",,0.0465,0.0515,0,4.54149,1,0,0,0,1,4.401,0.9856,0.5424,0.50461,0.133111,0.4671,,0.0421,0.8632,7.7688,4.2039,1.848,1.198,0.196137,0.106135,0.09000228345394135,0.25325,1.4527,0.29442,0.718841,0.417015,,4.69812,-0.00422476,-0.0476438,999,,,,"sa3006811"
"Cole Winn","TEX",0.0473,0.0507,0,4.51656,1,0,0,0,1,4.39,0.9733,0.5378,0.50184,0.141667,0.4454,,0.0468,0.9088,8.1792,4.0086,2.04041,1.275,0.207016,0.101458,0.10555808246135712,0.249705,1.4187,0.292074,0.721832,0.394864,,4.66715,-0.00422493,-0.0487422,999,,,,"22113"
"Braydon Fisher","TOR",0.0468,0.0512,0,4.44771,1,0,0,0,1,4.415,0.9233,0.5299,0.49419,0.133444,0.5222,,0.0443,0.9827,8.8443,4.6998,1.88185,1.201,0.222582,0.118279,0.1043035089969635,0.239912,1.4455,0.289075,0.72743,0.382576,,4.63536,-0.00422901,-0.0503699,999,,,,"sa3007929"
"Ty Buttrey",,0.0462,0.0517,0,4.5765,1,0,0,0,1,4.399,1.0204,0.5477,0.5085,0.131,0.4351,,0.0424,0.8017,7.2153,3.9159,1.84256,1.179,0.182246,0.0989088,0.08333712071180344,0.260207,1.4555,0.297578,0.713623,0.438999,,4.69858,-0.00422992,-0.0476438,999,,,,"14719"
"Jake Wong",,0.0462,0.0517,0,4.57353,1,0,0,0,1,4.394,1.0444,0.5486,0.50817,0.128111,0.4131,,0.043,0.7508,6.7572,3.7179,1.81748,1.153,0.170869,0.0940146,0.07685480266809464,0.265217,1.4575,0.29954,0.711109,0.456995,,4.69862,-0.00423043,-0.0476438,999,,,,"23095"
"Yoelvin Silven",,0.0461,0.0518,0,4.61376,1,0,0,0,1,4.38,1.0361,0.5508,0.51264,0.138,0.3949,,0.0424,0.7867,7.0803,3.5541,1.99215,1.242,0.179612,0.0901598,0.08945206552743912,0.262789,1.431,0.297581,0.7111,0.423994,,4.69898,-0.00423446,-0.0476438,999,,,,"sa3006619"
"Joey Marciano",,0.0488,0.0552,0.0179,4.40082,0.7889,0.0449,0,0,1,4.437,0.9948,0.5304,0.48898,0.116,0.5042,,0.0494,0.8181,7.3629,4.5378,1.62257,1.044,0.184381,0.113635,0.07074599713087082,0.256167,1.499,0.297969,0.724675,0.467014,,4.69908,-0.0042356,-0.0476438,999,,,,"sa3004637"
"Hansel Robles",,0.0463,0.0517,0,4.60629,1,0,0,0,1,4.398,0.9701,0.5471,0.51181,0.141556,0.4674,,0.0453,0.9223,8.3007,4.2066,1.97326,1.274,0.209709,0.106276,0.10343337059020996,0.249685,1.4375,0.29366,0.718457,0.383998,,4.7002,-0.00424834,-0.0476438,999,,,,"11801"
"Joakim Soria",,0.0461,0.0518,0,4.66029,1,0,0,0,1,4.342,1.0192,0.5506,0.51781,0.158778,0.3466,,0.0419,0.8478,7.6302,3.1194,2.44605,1.429,0.195256,0.079825,0.11543069034814835,0.257797,1.3658,0.291973,0.712892,0.347009,,4.70049,-0.00425161,-0.0476438,999,,,,"6941"
"Pedro Garcia",,0.0466,0.0514,0,4.54428,1,0,0,0,1,4.401,0.9578,0.5404,0.50492,0.138444,0.4704,,0.0564,0.923,8.307,4.2336,1.96216,1.246,0.209725,0.106885,0.10284025222063065,0.247225,1.4282,0.2913,0.719229,0.386012,,4.70066,-0.0042535,-0.0476438,999,,,,"sa3011805"
"Justin Maese",,0.0475,0.0504,0,4.53456,1,0,0,0,1,4.374,0.9875,0.5401,0.50384,0.151556,0.4094,,0.0473,0.8598,7.7382,3.6846,2.10015,1.364,0.196571,0.0935985,0.1029721051454544,0.252087,1.3969,0.287667,0.723208,0.397824,,4.7872,-0.00426597,-0.0490666,999,,,,"sa875002"
"Aaron Perry","CHC",0.0506,0.0592,0.0359,4.53429,0.5795,0.0895,0,0,1,4.364,1.0308,0.5436,0.50381,0.131889,0.3936,,0.0425,0.7934,7.1406,3.5424,2.01575,1.187,0.181806,0.0901925,0.09161320328712463,0.26243,1.4244,0.299376,0.710463,0.450189,,4.60254,-0.00426883,-0.0496548,999,,,,"sa1055363"
"Erich Uelmen",,0.0463,0.0516,0,4.54959,1,0,0,0,1,4.409,1.0257,0.5458,0.50551,0.125,0.4285,,0.0618,0.7801,7.0209,3.8565,1.82054,1.125,0.176934,0.0971876,0.07974597066640854,0.261745,1.4542,0.298878,0.710131,0.457998,,4.70218,-0.00427077,-0.0476438,999,,,,"20323"
"Nash Walters",,0.0463,0.0516,0,4.57884,1,0,0,0,1,4.382,1.0048,0.5458,0.50876,0.139111,0.4183,,0.0483,0.8354,7.5186,3.7647,1.99713,1.252,0.190644,0.0954587,0.09518484026193619,0.256628,1.4231,0.294363,0.714213,0.408007,,4.70392,-0.00429057,-0.0476438,999,,,,"25413"
"Reyes Moronta",,0.0465,0.0514,0,4.57605,1,0,0,0,1,4.398,0.935,0.5419,0.50845,0.145556,0.4906,,0.0421,0.9763,8.7867,4.4154,1.99001,1.31,0.221987,0.111551,0.1104365661740303,0.241896,1.4256,0.287757,0.723264,0.349003,,4.7042,-0.00429372,-0.0476438,999,,,,"14966"
"Ty Tice",,0.0465,0.0515,0,4.5459,1,0,0,0,1,4.417,0.9728,0.5427,0.5051,0.131778,0.4887,,0.0472,0.8915,8.0235,4.3983,1.82423,1.186,0.201834,0.110641,0.09119311720132828,0.250651,1.4615,0.294288,0.719493,0.412983,,4.70429,-0.00429473,-0.0476438,999,,,,"20177"
"Jake Fishman",,0.0466,0.0514,0,4.50252,1,0,0,0,1,4.398,1.061,0.5404,0.50028,0.127778,0.3727,,0.0618,0.7133,6.4197,3.3543,1.91387,1.15,0.162187,0.0847431,0.07744430005550385,0.267693,1.4337,0.298878,0.7119,0.447984,,4.70449,-0.004297,-0.0476438,999,,,,"20060"
"Trey Jeans",,0.0476,0.0531,0.0078,4.48506,0.9052,0.0202,0,0,1,4.416,0.9781,0.5354,0.49834,0.132556,0.4786,,0.0494,0.8843,7.9587,4.3074,1.84768,1.193,0.200249,0.108379,0.09187046438455582,0.251569,1.4567,0.294497,0.724793,0.404016,,4.7051,-0.00430393,-0.0476438,999,,,,"sa3010265"
"Drew VerHagen",,0.0461,0.0518,0,4.63374,1,0,0,0,1,4.378,0.9994,0.5504,0.51486,0.144333,0.4086,,0.0567,0.8657,7.7913,3.6774,2.1187,1.299,0.197739,0.0933303,0.10440841317176819,0.255425,1.408,0.29458,0.71115,0.38999,,4.70731,-0.00432902,-0.0476438,999,,,,"13424"
"Ben Bowden","ATH",0.0473,0.0507,0,4.18284,1,0,0,0,1,4.34,0.9058,0.498,0.46476,0.132778,0.4753,,0.0383,0.9194,8.2746,4.2777,1.93436,1.195,0.211843,0.109516,0.10232718288898468,0.236724,1.3811,0.278645,0.738865,0.343574,,4.59459,-0.00433018,0.0562773,999,,,,"20198"
"Brian Moran","ATL",0.0495,0.0484,0,4.43403,1,0,0,0,1,4.342,1.0261,0.529,0.49267,0.140889,0.3449,,0.0579,0.8102,7.2918,3.1041,2.34909,1.268,0.186596,0.0794334,0.10716259479522705,0.260484,1.371,0.296244,0.717355,0.404983,,4.58604,-0.00433847,-0.046237,999,,,,"9646"
"Yadier Álvarez",,0.0462,0.0517,0,4.57929,1,0,0,0,1,4.435,0.9998,0.5486,0.50881,0.124556,0.4919,,0.0478,0.8478,7.6302,4.4271,1.72352,1.121,0.191161,0.110913,0.08024803549051285,0.256668,1.4917,0.299439,0.715922,0.445992,,4.7092,-0.00435045,-0.0476438,999,,,,"sa868984"
"Nick Allgeyer",,0.0471,0.0509,0,4.44987,1,0,0,0,1,4.355,0.987,0.5289,0.49443,0.145889,0.3864,,0.0575,0.8427,7.5843,3.4776,2.1809,1.313,0.193502,0.0887256,0.10477612167596817,0.252359,1.3734,0.287804,0.722316,0.368992,,4.70934,-0.00435196,-0.0476438,999,,,,"24486"
"Taylor Widener",,0.0467,0.0513,0,4.55148,1,0,0,0,1,4.338,0.991,0.5383,0.50572,0.157889,0.3637,,0.053,0.8799,7.9191,3.2733,2.4193,1.421,0.202835,0.0838405,0.11899492889642715,0.252722,1.3547,0.288922,0.720148,0.34699,,4.70934,-0.00435196,-0.0476438,999,,,,"19266"
"Matt Cronin","SEA",0.0472,0.0507,0,4.09068,1,0,0,0,1,4.318,0.9283,0.4892,0.45452,0.136556,0.4202,,0.0379,0.9167,8.2503,3.7818,2.18158,1.229,0.212297,0.0973136,0.11498378962278366,0.240498,1.3485,0.282096,0.74249,0.379706,,4.4826,-0.00435206,0.0548585,999,,,,"sa3011463"
"Zach McCambley","MIA",0.0438,0.0541,0,4.60071,1,0,0,0,1,4.442,1.0006,0.5508,0.51119,0.122444,0.49,,0.0556,0.8463,7.6167,4.41,1.72714,1.102,0.190522,0.110311,0.08021162450313568,0.256801,1.4906,0.299952,0.712413,0.444125,,4.70246,-0.00435262,-0.044807,999,,,,"sa3014478"
"Andy Otero",,0.0496,0.06,0.035,4.55967,0.5902,0.0872,0,0,1,4.378,1.0652,0.5464,0.50663,0.139556,0.3624,,0.042,0.7304,6.5736,3.2616,2.01545,1.256,0.166834,0.0827775,0.08405666053295135,0.268069,1.4276,0.298244,0.715131,0.440885,,4.7331,-0.00436636,-0.0470502,999,,,,"sa506550"
"Kirk McCarty",,0.0484,0.0551,0.0165,4.50981,0.8029,0.0419,0,0,1,4.345,1.023,0.5368,0.50109,0.15,0.3638,,0.0395,0.8077,7.2693,3.2742,2.22018,1.35,0.185892,0.0837284,0.1021634116768837,0.259533,1.3868,0.29256,0.722298,0.387989,,4.71098,-0.00437062,-0.0476438,999,,,,"20555"
"Javy Guerra",,0.0468,0.053,0.0055,4.56948,0.9332,0.0142,0,0,1,4.425,0.9683,0.5452,0.50772,0.130444,0.5078,,0.0466,0.9076,8.1684,4.5702,1.78732,1.174,0.205107,0.114757,0.09035027772188187,0.250168,1.4761,0.295795,0.719688,0.410994,,4.71026,-0.00437263,-0.0476533,999,,,,"17292"
"Luis Velasquez","NYY",0.0491,0.055,0.0175,4.52826,0.7831,0.0461,0,0,1,4.451,0.9653,0.5434,0.50314,0.130222,0.5329,,0.0464,0.9009,8.1081,4.7961,1.69056,1.172,0.202404,0.119726,0.08267805725336075,0.249322,1.4982,0.293982,0.725593,0.450164,,4.79547,-0.00437752,-0.0490858,999,,,,"sa3010135"
"Zack Burdi",,0.0462,0.0517,0,4.61385,1,0,0,0,1,4.384,0.9872,0.5481,0.51265,0.143444,0.436,,0.0477,0.885,7.965,3.924,2.02982,1.291,0.20187,0.0994526,0.10241788625717163,0.253109,1.4232,0.293802,0.7159,0.387001,,4.71236,-0.00438625,-0.0476438,999,,,,"19159"
"Noah Gotsis",,0.0462,0.0517,0,4.62213,1,0,0,0,1,4.329,1.0319,0.5481,0.51357,0.155444,0.3305,,0.042,0.7962,7.1658,2.9745,2.40908,1.399,0.183922,0.0763456,0.10757680237293243,0.260811,1.3624,0.29168,0.711317,0.373988,,4.71236,-0.00438625,-0.0476438,999,,,,"sa3011844"
"Shane Drohan","BOS",0.0486,0.06,0.0289,4.734,0.6273,0.0793,0,0,1,4.406,1.0236,0.5638,0.526,0.139778,0.4414,,0.0448,0.8154,7.3386,3.9726,1.8473,1.258,0.185066,0.100182,0.08488425612449646,0.261136,1.465,0.298123,0.709991,0.411073,,4.81139,-0.00440468,-0.0425639,999,,,,"sa3014447"
"Kyle Glogoski",,0.0464,0.0516,0,4.58739,1,0,0,0,1,4.378,0.9842,0.5449,0.50971,0.144444,0.4296,,0.0459,0.8783,7.9047,3.8664,2.04446,1.3,0.200617,0.098127,0.10248973220586777,0.252197,1.4138,0.291607,0.717164,0.380997,,4.71416,-0.00440667,-0.0476438,999,,,,"sa3007464"
"Matt Tabor",,0.0462,0.0517,0,4.61583,1,0,0,0,1,4.398,0.9864,0.5488,0.51287,0.140889,0.4524,,0.0442,0.8868,7.9812,4.0716,1.96021,1.268,0.201637,0.102865,0.09877217561006546,0.252832,1.4388,0.294223,0.716843,0.390006,,4.71424,-0.00440755,-0.0476438,999,,,,"sa3005334"
"Ivan Oviedo","TEX",0.0466,0.0514,0,4.62123,1,0,0,0,1,4.45,1.0083,0.5535,0.51347,0.128,0.4866,,0.0537,0.8435,7.5915,4.3794,1.73346,1.152,0.189551,0.109348,0.08020225912332535,0.257897,1.4949,0.299605,0.715513,0.450026,,4.76438,-0.00441404,-0.0487711,999,,,,"sa3016038"
"Kyle Johnston",,0.0474,0.0564,0.0165,4.60206,0.7955,0.0435,0,0,1,4.435,1.0469,0.554,0.51134,0.118111,0.4516,,0.0539,0.7516,6.7644,4.0644,1.6643,1.063,0.16947,0.101826,0.06764375418424606,0.266421,1.4985,0.303547,0.708475,0.488998,,4.71522,-0.00442897,-0.0476533,999,,,,"sa3004571"
"Joe Jones",,0.0472,0.0548,0.0114,4.59459,0.8582,0.0302,0,0,1,4.394,1.0044,0.5483,0.51051,0.136889,0.4293,,0.0519,0.8367,7.5303,3.8637,1.94899,1.232,0.190419,0.0977014,0.09271733462810516,0.256696,1.4337,0.295151,0.712851,0.41802,,4.71624,-0.00443024,-0.0476438,999,,,,"sa3014870"
